"V1"
structure runtime: 215.022 sec elapsed
structure runtime: 229.715 sec elapsed
structure runtime: 233.346 sec elapsed
structure runtime: 235.9 sec elapsed
structure runtime: 237.07 sec elapsed
structure runtime: 237.443 sec elapsed
structure runtime: 236.723 sec elapsed
structure runtime: 251.815 sec elapsed
structure runtime: 250.344 sec elapsed
structure runtime: 251.174 sec elapsed
structure runtime: 257.761 sec elapsed
structure runtime: 255.915 sec elapsed
structure runtime: 261.55 sec elapsed
structure runtime: 264.858 sec elapsed
structure runtime: 260.463 sec elapsed
structure runtime: 257.238 sec elapsed
structure runtime: 261.718 sec elapsed
structure runtime: 261.653 sec elapsed
structure runtime: 272.857 sec elapsed
structure runtime: 274.838 sec elapsed
structure runtime: 280.289 sec elapsed
structure runtime: 439.661 sec elapsed
structure runtime: 482.377 sec elapsed
structure runtime: 489.267 sec elapsed
structure runtime: 490.137 sec elapsed
structure runtime: 487.495 sec elapsed
structure runtime: 490.239 sec elapsed
structure runtime: 489.213 sec elapsed
structure runtime: 499.644 sec elapsed
structure runtime: 500.671 sec elapsed
structure runtime: 520.92 sec elapsed
structure runtime: 521.041 sec elapsed
structure runtime: 521.54 sec elapsed
structure runtime: 527.38 sec elapsed
structure runtime: 528.439 sec elapsed
structure runtime: 528.981 sec elapsed
structure runtime: 529.577 sec elapsed
structure runtime: 534.287 sec elapsed
structure runtime: 518.529 sec elapsed
structure runtime: 509.606 sec elapsed
structure runtime: 504.298 sec elapsed
structure runtime: 508.547 sec elapsed
structure runtime: 756.453 sec elapsed
structure runtime: 756.736 sec elapsed
structure runtime: 766.216 sec elapsed
structure runtime: 774.501 sec elapsed
structure runtime: 776.997 sec elapsed
structure runtime: 776.578 sec elapsed
structure runtime: 800.059 sec elapsed
structure runtime: 807.764 sec elapsed
structure runtime: 807.297 sec elapsed
structure runtime: 813.64 sec elapsed
structure runtime: 812.867 sec elapsed
structure runtime: 813.829 sec elapsed
structure runtime: 814.457 sec elapsed
structure runtime: 802.805 sec elapsed
structure runtime: 803.939 sec elapsed
structure runtime: 803.855 sec elapsed
structure runtime: 793.027 sec elapsed
structure runtime: 787.896 sec elapsed
structure runtime: 785.748 sec elapsed
structure runtime: 786.083 sec elapsed
structure runtime: 791.72 sec elapsed
structure runtime: 983.581 sec elapsed
structure runtime: 1050.582 sec elapsed
structure runtime: 1051.279 sec elapsed
structure runtime: 1066.679 sec elapsed
structure runtime: 1078.433 sec elapsed
structure runtime: 1079.151 sec elapsed
structure runtime: 1078.219 sec elapsed
structure runtime: 1103.396 sec elapsed
structure runtime: 1107.948 sec elapsed
structure runtime: 1107.821 sec elapsed
structure runtime: 1109.701 sec elapsed
structure runtime: 1138.901 sec elapsed
structure runtime: 1139.248 sec elapsed
structure runtime: 1139.205 sec elapsed
structure runtime: 1138.765 sec elapsed
structure runtime: 1137.845 sec elapsed
structure runtime: 1140.354 sec elapsed
structure runtime: 1142.927 sec elapsed
structure runtime: 1141.962 sec elapsed
structure runtime: 1143.19 sec elapsed
structure runtime: 1142.693 sec elapsed
structure runtime: 1384.429 sec elapsed
structure runtime: 1385.762 sec elapsed
structure runtime: 1422.197 sec elapsed
structure runtime: 1392.249 sec elapsed
structure runtime: 1426.165 sec elapsed
structure runtime: 1415.727 sec elapsed
structure runtime: 1411.514 sec elapsed
structure runtime: 1408.227 sec elapsed
structure runtime: 1425.207 sec elapsed
structure runtime: 1429.728 sec elapsed
structure runtime: 1435.402 sec elapsed
structure runtime: 1403.283 sec elapsed
structure runtime: 1353.95 sec elapsed
structure runtime: 1358.924 sec elapsed
structure runtime: 1352.384 sec elapsed
structure runtime: 1422.951 sec elapsed
structure runtime: 1425.457 sec elapsed
structure runtime: 1398.367 sec elapsed
structure runtime: 1412.51 sec elapsed
structure runtime: 1431.643 sec elapsed
structure runtime: 1443.531 sec elapsed
