"V1"
structure runtime: 215.022 sec elapsed
structure runtime: 229.715 sec elapsed
structure runtime: 233.346 sec elapsed
structure runtime: 235.9 sec elapsed
structure runtime: 237.07 sec elapsed
structure runtime: 237.443 sec elapsed
structure runtime: 236.723 sec elapsed
structure runtime: 251.815 sec elapsed
structure runtime: 250.344 sec elapsed
structure runtime: 251.174 sec elapsed
structure runtime: 257.761 sec elapsed
structure runtime: 255.915 sec elapsed
structure runtime: 261.55 sec elapsed
structure runtime: 264.858 sec elapsed
structure runtime: 260.463 sec elapsed
structure runtime: 257.238 sec elapsed
structure runtime: 261.718 sec elapsed
structure runtime: 261.653 sec elapsed
structure runtime: 272.857 sec elapsed
structure runtime: 274.838 sec elapsed
structure runtime: 280.289 sec elapsed
