"V1"
structure runtime: 4.26 sec elapsed
structure runtime: 3.11 sec elapsed
structure runtime: 3.09 sec elapsed
structure runtime: 2.81 sec elapsed
structure runtime: 3.03 sec elapsed
structure runtime: 3.8 sec elapsed
structure runtime: 3.39 sec elapsed
structure runtime: 3.35 sec elapsed
structure runtime: 3.34 sec elapsed
structure runtime: 3.77 sec elapsed
structure runtime: 4.03 sec elapsed
structure runtime: 4.74 sec elapsed
structure runtime: 6.01 sec elapsed
structure runtime: 5.61 sec elapsed
structure runtime: 6.38 sec elapsed
structure runtime: 4.38 sec elapsed
structure runtime: 5.62 sec elapsed
structure runtime: 7.71 sec elapsed
structure runtime: 5.47 sec elapsed
structure runtime: 6.15 sec elapsed
structure runtime: 15.63 sec elapsed
structure runtime: 15.21 sec elapsed
structure runtime: 11.97 sec elapsed
structure runtime: 13.33 sec elapsed
structure runtime: 17 sec elapsed
structure runtime: 12.42 sec elapsed
structure runtime: 10.62 sec elapsed
structure runtime: 12.91 sec elapsed
structure runtime: 19.65 sec elapsed
structure runtime: 13.5 sec elapsed
structure runtime: 18.22 sec elapsed
structure runtime: 12.94 sec elapsed
structure runtime: 19.55 sec elapsed
structure runtime: 15.97 sec elapsed
structure runtime: 12.75 sec elapsed
structure runtime: 13.39 sec elapsed
structure runtime: 11.88 sec elapsed
structure runtime: 12.74 sec elapsed
structure runtime: 11.74 sec elapsed
structure runtime: 11.25 sec elapsed
